Source	Target	Color	weight	Label
1289	1493	37	0.02295463351962114	12891493
2239	2678	5	0.11723096697057563	22392678
384	445	2	0.17086527272775948	384445
997	3166	19	0.24470573518832442	9973166
2143	3232	1	0.09993625113171381	21433232
1206	1657	8	0.05043766694080806	12061657
672	866	32	0.030240232969419037	672866
1206	1654	4	0.1175701948624798	12061654
649	2826	38	0.05771203694460113	6492826
649	2825	35	0.08822059921598294	6492825
80	888	6	0.019028400224480314	80888
834	977	25	0.047190273596783135	834977
565	1470	31	0.03606871259233309	5651470
1034	2343	26	0.11960843182304333	10342343
2085	3950	28	0.25306866978591636	20853950
392	1810	5	0.054693819585994743	3921810
2827	3469	16	0.3227610572185261	28273469
863	3169	26	0.0319554900040045	8633169
227	1495	3	0.20726399309173046	2271495
507	1653	24	0.1310559665509902	5071653
2043	3075	35	0.06372275759147417	20433075
86	831	8	0.07164439914466102	86831
132	3639	5	0.024488980052025468	1323639
1240	3359	37	0.10296688695992984	12403359
831	3551	27	0.0632318084036877	8313551
250	2344	5	0.03303130996458502	2502344
0	1387	27	0.03458075193888588	01387
1811	3441	17	0.7400968364386068	18113441
2808	3605	0	0.028443911298636215	28083605
1043	1544	18	0.033278340937218154	10431544
2996	3953	22	0.05485655033074574	29963953
1792	3366	15	0.13742443803438611	17923366
2958	3009	30	0.023903011887415948	29583009
964	2715	13	0.23258142207594013	9642715
933	1752	8	0.009612930126182773	9331752
86	1094	28	0.06340392305784082	861094
3009	3358	28	0.017557134271531664	30093358
455	3166	3	0.10782039319264813	4553166
535	1792	15	0.077412294221227	5351792
420	3110	24	0.1173778059634267	4203110
2053	3095	28	0.16090486665338777	20533095
660	3359	31	0.11843213347513933	6603359
23	3783	19	0.1603961389799213	233783
517	3372	11	0.12574115744961784	5173372
517	2287	15	0.029497052187362538	5172287
1728	2599	11	0.08863931535772097	17282599
685	2280	37	0.04123962425676136	6852280
2001	2800	2	0.054708616609128645	20012800
1888	2793	11	0.14051767316894048	18882793
1559	3009	31	0.013065365067681736	15593009
52	648	31	0.12670517205607487	52648
3372	3501	28	0.08004350790131223	33723501
2053	3089	35	0.03389097737688132	20533089
218	1173	12	0.03695107800065043	2181173
2018	2727	34	0.05738470197582244	20182727
2182	2791	29	0.07572868478512802	21822791
2630	3022	5	0.043060021427124354	26303022
10	956	2	0.021898582035771108	10956
227	2550	14	0.27203148734664584	2272550
975	2460	7	0.1641967558570995	9752460
984	3372	36	0.6710185041705249	9843372
984	2287	36	0.15741121075758058	9842287
432	3832	13	0.014365052575034553	4323832
1896	3194	22	0.0828411216534002	18963194
1853	3057	30	0.04890168241104412	18533057
466	1495	10	0.18487534522713372	4661495
1515	3837	6	0.03231514686819054	15153837
897	1262	36	0.09310056302096287	8971262
703	704	23	0.10232393878016167	703704
3272	3332	35	0.13320390182555175	32723332
98	756	30	0.11376160295375314	98756
1028	1357	12	0.6044356250055765	10281357
866	2479	20	0.018540522969478338	8662479
95	779	7	0.09657201902032936	95779
565	984	31	0.15053695094142958	565984
1303	3739	10	0.08100300062527693	13033739
1657	3909	8	0.05624846926959775	16573909
227	894	3	0.34019019369643033	227894
1626	2182	36	0.03241818230317485	16262182
65	1973	13	0.07187984276193597	651973
1445	1631	33	0.018519380415918357	14451631
2138	3057	27	0.04149261274352368	21383057
565	2501	21	0.02748383912675563	5652501
1240	2218	31	0.1631253647332948	12402218
86	2138	31	0.08169672831138902	862138
1022	3353	23	0.06156296375266167	10223353
2814	3651	7	0.08656000947780264	28143651
897	1240	34	0.0689882439708656	8971240
1946	3111	34	0.08048822443054174	19463111
535	1744	38	0.15332153949337934	5351744
8	580	23	0.12020025227998175	8580
1007	2580	13	0.422726079283009	10072580
466	2550	17	0.24264665746164468	4662550
1453	2033	16	0.11134718193419922	14532033
2124	3551	29	0.24465391090985916	21243551
2901	2958	15	0.0270806551532299	29012958
660	2218	15	0.18762619264960947	6602218
1495	2430	12	0.1803064990643637	14952430
1470	3501	23	0.06119270495755071	14703501
2218	3848	16	0.11763048546109776	22183848
86	2124	13	0.2772035608032055	862124
107	607	24	0.8875499344255312	107607
38	565	30	0.06737755713798906	38565
672	2479	11	0.030152901563334465	6722479
925	1601	23	0.0488019433191821	9251601
222	660	17	0.1588706741273456	222660
2516	3359	22	0.09497019048782113	25163359
384	1896	23	0.17383432649401465	3841896
97	1558	18	0.12213246747289726	971558
2399	3110	36	0.49799033311613167	23993110
831	915	36	0.06502520012158788	831915
594	2367	23	0.08227102598296504	5942367
1933	2727	35	0.05852142057546726	19332727
222	656	5	0.10916842496569346	222656
866	2439	32	0.029042989359667783	8662439
565	949	31	0.03585174788991159	565949
1294	2094	36	0.058689444299399186	12942094
420	2679	23	0.08826005564650782	4202679
267	1109	6	0.028796972023824464	2671109
1495	2419	13	0.12813726128062045	14952419
1924	3511	34	0.09185704331232232	19243511
2053	3020	21	0.038070864691068663	20533020
2786	3252	6	0.05341847066286902	27863252
1262	1392	33	0.1709063013992333	12621392
1973	2418	2	0.418099093636264	19732418
1707	2688	7	0.05242131741725903	17072688
1377	3702	35	0.05466217085862382	13773702
894	1495	11	0.2309065545135668	8941495
1319	3413	24	0.04170453822671912	13193413
1329	3446	15	0.12644465698798515	13293446
2679	2893	37	0.13084649466687884	26792893
586	3359	4	0.08072495980543556	5863359
461	3187	14	0.05853562464635097	4613187
3080	3252	0	0.06906553048558241	30803252
1902	3927	11	0.04868883891052299	19023927
90	3813	11	0.06419744720683425	903813
717	834	5	0.05878253149106967	717834
1797	3188	17	0.37888736452087557	17973188
902	3208	12	0.10547770375382574	9023208
1598	3608	11	0.11626474257105061	15983608
2698	3104	0	0.15509379056367384	26983104
1295	1958	11	0.021874657072841527	12951958
2409	2971	21	0.04665269762326094	24092971
1262	3551	38	0.1462393758097089	12623551
779	3104	0	0.17684101299604132	7793104
997	1599	21	0.37917427406700477	9971599
908	2996	1	0.04796513913825248	9082996
2800	3359	37	0.0917815188550645	28003359
2791	2985	22	0.02534139433415522	27912985
507	984	14	0.6977992678054009	507984
2791	2983	21	0.12730890873651685	27912983
2771	3249	24	0.052691683583096394	27713249
1450	3359	22	0.15692389802793721	14503359
1493	3492	10	0.12787646980458386	14933492
672	2439	25	0.04723331702717729	6722439
775	1467	37	0.05202433679438483	7751467
601	2869	34	0.06681333557189811	6012869
2211	2814	13	0.07744047261225426	22112814
2323	3080	9	0.05054222037626425	23233080
2057	2082	34	0.1240557878596389	20572082
1931	3798	19	0.17053183021608948	19313798
2184	3264	15	0.07526990929125399	21843264
227	822	30	0.20568796578530166	227822
333	3332	10	0.09771959923925265	3333332
445	894	8	0.19875562099682137	445894
894	2550	18	0.30306206362923305	8942550
1653	2053	10	0.032809652058230075	16532053
2475	3187	14	0.06117277870119942	24753187
2287	3372	2	0.14919812064799887	22873372
2827	2971	25	0.21230030432644295	28272971
1308	1392	29	0.04532528870482433	13081392
1927	2827	16	0.15719575497543511	19272827
1120	2362	27	0.29132147840719697	11202362
1477	1888	11	0.04027032251224551	14771888
1331	2717	13	0.2033449876316742	13312717
1392	1886	35	0.07118798007041788	13921886
1206	2093	4	0.07314787051898504	12062093
412	3158	13	0.13582613401229499	4123158
1808	2053	21	0.17855464460012346	18082053
2624	3789	12	0.07563935753036523	26243789
165	2483	10	0.6433348807907426	1652483
870	3344	32	0.034765308382695266	8703344
2043	3663	29	0.02206516593489155	20433663
2143	2727	23	0.1072885098217533	21432727
1280	2551	33	0.022569997605215192	12802551
250	2931	29	0.10638357765678137	2502931
949	2399	6	0.13729695975310172	9492399
2529	3299	7	0.5386364792798694	25293299
656	1907	24	0.08700689129840239	6561907
2419	3585	19	0.19727357409124863	24193585
897	1886	29	0.038779383619091765	8971886
703	3075	0	0.14039779857768966	7033075
2419	3581	4	0.20243280618227516	24193581
666	1938	35	0.03720717017674208	6661938
601	3924	37	0.08318733680240296	6013924
666	1936	35	0.05000725155271968	6661936
991	2488	23	0.039523326022593966	9912488
1223	2469	15	0.1204709179789725	12232469
586	2218	10	0.12788857563953307	5862218
267	2859	19	0.02553579730424439	2672859
1544	3618	27	0.026898484554131456	15443618
420	2610	18	0.02452383109948019	4202610
507	949	10	0.16618726014224766	507949
124	2566	26	0.05538700243684376	1242566
1811	1846	21	0.7469927561989164	18111846
779	2698	10	0.10988331525899743	7792698
1811	1845	25	0.5323374570533318	18111845
1467	1831	32	0.06893893164915041	14671831
2527	2727	23	0.07649925680778015	25272727
1544	2526	23	0.023109879443948045	15442526
2399	2679	28	0.37445455852146176	23992679
1653	3110	15	0.1148577493475414	16533110
1656	3553	8	0.020921081825879564	16563553
361	2365	26	0.06440238339658826	3612365
1608	3299	35	0.5627329681487391	16083299
392	2239	26	0.08930561933273505	3922239
704	2941	12	0.12091465142906542	7042941
0	1958	33	0.11074736093652487	01958
250	2911	13	0.10092994865010688	2502911
86	3848	9	0.08853849666785206	863848
2893	3171	15	0.07178453717322879	28933171
992	3292	21	0.11178455442129952	9923292
1808	3110	37	0.6250716885970733	18083110
392	3313	5	0.038295594439857125	3923313
455	3739	10	0.04696372420305132	4553739
1450	2218	11	0.24860679833060637	14502218
13	3560	31	0.09206006229877717	133560
1028	1950	3	0.49232265086667903	10281950
1467	1810	24	0.05543787135038581	14671810
1034	1808	6	0.6895592140445307	10341808
779	1589	5	0.07678662956499578	7791589
1964	3846	4	0.024663871279417694	19643846
704	2927	23	0.057934107146156155	7042927
2001	2138	28	0.04501006986797707	20012138
1294	2001	30	0.04264769946061732	12942001
1076	2058	15	0.0712173698956504	10762058
2344	2495	33	0.019715108919210595	23442495
507	2053	5	0.17218647790115527	5072053
1993	3009	25	0.04981474656504759	19933009
3791	3828	13	0.06696167066683549	37913828
486	760	1	0.09059661476182135	486760
959	3472	20	0.12387774415396376	9593472
2419	2458	19	0.031708757168180425	24192458
225	2419	8	0.12347417757250354	2252419
594	1890	23	0.0923124958268933	5941890
606	3791	13	0.07450727004228654	6063791
445	822	34	0.12017289189620622	445822
86	137	38	0.09444334249932101	86137
949	2343	27	0.029892350600778658	9492343
1107	2856	8	0.04204112896962597	11072856
1240	2800	4	0.11501147649106074	12402800
35	2028	8	0.020210277342019686	352028
2638	3219	27	0.07401198070422008	26383219
1705	2599	17	0.09895529799529035	17052599
2138	3639	24	0.030215046395264913	21383639
2550	3492	6	0.24129388371654914	25503492
870	1109	6	0.03175392366064929	8701109
831	1907	0	0.0642357605174648	8311907
953	3293	28	0.08872681108202098	9533293
660	2800	17	0.13228577591418167	6602800
1445	2056	21	0.011505415356470332	14452056
507	3110	14	0.6027784532645158	5073110
1234	1841	37	0.04295180303532419	12341841
0	1902	8	0.0311823147951547	01902
2729	3775	22	0.04533180381727346	27293775
949	984	10	0.16860638683361684	949984
1248	3508	23	0.10164191546418021	12483508
2207	3422	6	0.06757322602449213	22073422
2399	2610	28	0.1040454855862545	23992610
660	897	7	0.07935002367656896	660897
95	2526	21	0.06396875895548307	952526
1797	3792	21	0.27024593344833514	17973792
3036	3057	31	0.022175483550325965	30363057
2100	3841	38	0.06868166101384353	21003841
2344	3540	36	0.08786773796334715	23443540
1445	2043	16	0.019141005928789836	14452043
2574	3754	8	0.11746586427641972	25743754
1822	2630	7	0.021383112093244314	18222630
464	2419	10	0.12789928833877873	4642419
2941	3075	0	0.1659059559161612	29413075
535	1076	27	0.1556175878872264	5351076
1653	2679	31	0.08636514599706617	16532679
96	1165	4	0.0585458505807419	961165
2931	3511	2	0.24113115099203958	29313511
1829	2529	15	0.767146499291944	18292529
686	3622	34	0.037990292385572486	6863622
348	2081	11	0.3284255964623763	3482081
2439	2479	11	0.0289591154986349	24392479
2138	2516	20	0.07918522632836707	21382516
567	2529	9	1.1854596915015774	5672529
875	3166	11	0.08778421405913958	8753166
3518	3981	26	0.08071651993995031	35183981
6	910	36	0.06107399463438106	6910
1604	2670	24	0.07944365189642065	16042670
1808	2679	33	0.4700110175498097	18082679
2947	3221	9	0.04354923362134545	29473221
518	2529	7	0.8543050565103736	5182529
819	2489	15	0.0433442561449323	8192489
654	1829	23	0.4992349813301099	6541829
3277	3779	12	0.18544838312813788	32773779
1631	1998	33	0.017155632708565793	16311998
1956	2603	17	0.03035152234247512	19562603
567	1429	18	0.9926831623420421	5671429
1267	2246	4	0.1542219430736216	12672246
656	1294	24	0.0398793969745218	6561294
2053	2501	3	0.03189404619243205	20532501
66	3187	14	0.03981086974790949	663187
2740	2878	1	0.03436037075800895	27402878
2056	2941	29	0.032575029378999164	20562941
420	3095	18	0.12515627255093248	4203095
1000	3080	26	0.18092690418234195	10003080
2901	3358	10	0.019891162708939397	29013358
784	3299	7	0.2978554197108867	7843299
2495	2800	34	0.03462840484957804	24952800
306	991	20	0.057711480258075334	306991
518	1429	4	0.7153800767593507	5181429
1520	2394	17	0.02562501126096299	15202394
819	1387	32	0.030880284577258228	8191387
2670	2859	19	0.09744136337168367	26702859
2294	3562	30	0.06983336388965261	22943562
2526	3469	23	0.0636689703876796	25263469
1304	2900	35	0.04262836411035651	13042900
3198	3927	6	0.08496364261801415	31983927
420	3089	34	0.02636134313286875	4203089
1493	2985	22	0.015340620279064167	14932985
2642	3023	30	0.09433479982913694	26423023
870	2859	32	0.028157882625365744	8702859
165	567	9	0.7736807588002905	165567
497	899	31	0.01648020874681071	497899
2126	3558	22	0.01667227784908375	21263558
2057	2660	18	0.08272456944421853	20572660
39	2132	36	0.1612630474234182	392132
1778	2800	24	0.06080777305806385	17782800
420	565	27	0.028893163096016878	420565
404	1483	24	0.06728167346393654	4041483
2516	2800	28	0.10607936350345541	25162800
384	2288	1	0.2844890625382806	3842288
710	3265	12	0.03610183059470134	7103265
2414	3037	24	0.043858122217352996	24143037
3228	3753	27	0.03617382620131886	32283753
989	2688	7	0.13825627269321866	9892688
1034	3372	19	0.6394453654556554	10343372
1496	1604	13	0.04911408754944695	14961604
1034	2287	27	0.1500046102515808	10342287
132	2495	23	0.023090528450140042	1322495
1589	3104	4	0.10837977918461758	15893104
464	466	37	0.18453199990089522	464466
1510	1724	3	0.16166505782617505	15101724
656	1262	33	0.13762141356544969	6561262
1206	2678	32	0.06615013108902588	12062678
822	1495	11	0.13961219448544845	8221495
703	3663	16	0.04861529600414984	7033663
660	831	25	0.08659722715128577	660831
3331	3558	27	0.14156215528404617	33313558
2529	2790	8	0.8864622861290296	25292790
263	3123	34	0.09963905375049742	2633123
2001	3840	30	0.024897458669879087	20013840
384	2270	21	0.2127280027726029	3842270
2382	3197	28	0.04554879033907458	23823197
507	2679	33	0.5705357378630971	5072679
2755	2827	27	0.2646418066945552	27552827
2018	2681	34	0.06492462805320266	20182681
656	2344	20	0.21898483118529646	6562344
586	2800	24	0.09016779171460931	5862800
65	1234	31	0.0371596980051211	651234
2	1304	35	0.043135013957750844	21304
3057	3551	31	0.05237251798900958	30573551
649	1661	33	0.06466732556845761	6491661
1933	2018	34	0.045291769240701926	19332018
1357	1950	1	0.5907873076472796	13571950
953	1035	13	0.8210490164565513	9531035
1653	2610	28	0.023997313822199037	16532610
1145	2941	4	0.053969974666262265	11452941
309	1732	34	0.06637560098475676	3091732
1608	2790	18	0.9261191408577312	16082790
3075	3663	23	0.06754946331350861	30753663
218	3297	12	0.03348150742650601	2183297
1366	2859	17	0.022895627115884085	13662859
606	1516	8	0.11938386240711919	6061516
2825	2826	6	0.06924930526181841	28252826
656	1240	7	0.10197854176811877	6561240
392	3909	14	0.056198259739044146	3923909
549	1973	5	0.08607371818737211	5491973
1707	3056	17	0.06344606099618824	17073056
1808	2610	15	0.13059668640422412	18082610
26	2344	16	0.045892637277338375	262344
2971	3857	34	0.06037787202584605	29713857
1470	2399	17	0.13812784236746348	14702399
96	486	29	0.10838357024942627	96486
1262	1907	13	0.14856126623429208	12621907
1450	2800	37	0.17528012880441085	14502800
950	3476	34	0.03191773449279797	9503476
2382	3170	27	0.017347791744133714	23823170
1724	3434	19	0.03958911739058411	17243434
234	1752	22	0.03945015505800842	2341752
822	2550	16	0.18323931885649383	8222550
1587	3088	12	0.6018856692695549	15873088
2323	3618	22	0.042433693217415795	23233618
1339	2427	21	0.03942191419170802	13392427
2018	3742	5	0.06611015035076678	20183742
1495	3492	11	0.18384465098326896	14953492
165	518	0	0.5575553425445098	165518
2323	2526	22	0.03645698078798772	23232526
309	2800	38	0.014409705282718737	3092800
2399	3095	24	0.5309914710676423	23993095
2600	2960	2	0.021460666940916445	26002960
3287	3739	8	0.035210666448688005	32873739
831	897	38	0.040255347991071916	831897
3188	3792	17	0.08954013618876472	31883792
1941	2796	33	0.05331287858819605	19412796
1589	2698	0	0.06734370744704145	15892698
420	517	10	0.02546254058336488	420517
1876	2446	28	0.06869448552028633	18762446
306	925	33	0.06061667746204263	306925
2529	2757	8	0.8960787568133457	25292757
420	3020	34	0.02961257553377265	4203020
257	1052	35	0.09132888835230273	2571052
2288	2550	26	0.26462360120538575	22882550
964	3709	25	0.06551976435638789	9643709
2399	3089	37	0.11184136507217016	23993089
298	2046	37	0.1079484997460042	2982046
703	1445	18	0.04217261142703836	7031445
165	1930	9	0.6738780781899459	1651930
702	888	8	0.1477721875671039	702888
11	2339	31	0.16156488067416974	112339
1043	3618	8	0.04303119283185621	10433618
420	507	5	0.13393142299545463	420507
1547	1958	16	0.013158809305278872	15471958
1467	2239	6	0.09052052814944482	14672239
1043	2526	14	0.036970323613295795	10432526
1392	3359	4	0.10106363633195639	13923359
1608	2757	26	0.9361658148196125	16082757
831	1262	29	0.10160363198756799	8311262
1052	1259	0	0.1036589001080175	10521259
3089	3110	12	0.11864317786084502	30893110
9	1874	14	0.1625735184134447	91874
1601	2856	33	0.04487565395119019	16012856
2013	3291	31	0.0551609768842438	20133291
466	3585	1	0.10242040629450766	4663585
234	1724	34	0.09911393106197268	2341724
549	1933	35	0.037241596764388686	5491933
218	831	15	0.11635407949645653	218831
3123	3580	37	0.020916643438295277	31233580
1933	2681	34	0.06621070308264504	19332681
197	1052	13	0.10598545148355976	1971052
897	3359	10	0.055054034675243335	8973359
831	2344	33	0.1150961064784689	8312344
809	1984	24	0.038247116945397105	8091984
166	3828	32	0.09734127601857721	1663828
2445	3555	7	0.039792517290403825	24453555
507	2610	22	0.12593894439355005	5072610
90	487	25	0.10660375063385942	90487
9	2947	8	0.09347686673360082	92947
1240	2138	4	0.08585279450708296	12402138
1248	1913	37	0.06982448058777233	12481913
228	1853	32	0.07385881446330136	2281853
831	1240	12	0.07528908445275577	8311240
1261	3780	19	0.12142311574277705	12613780
228	553	34	0.12828335529938598	228553
2094	3639	28	0.03698492296229097	20943639
1886	3057	31	0.03505303926092747	18863057
1470	2343	5	0.030073250705640826	14702343
599	2730	10	0.046691520390723294	5992730
2941	3663	23	0.05744796027732942	29413663
704	1145	23	0.04625050240234466	7041145
2688	3501	7	0.05922794594163509	26883501
267	1048	6	0.037383064619914384	2671048
1116	2473	15	0.08253030637012121	11162473
660	2138	7	0.09874756747995488	6602138
1555	2335	13	0.2005815208984982	15552335
267	1042	35	0.03329648808215809	2671042
1240	2124	7	0.29130542720829616	12402124
585	3562	15	0.03757826959013932	5853562
1792	3221	5	0.07835766699960305	17923221
1768	3249	28	0.030087027257668042	17683249
597	2018	38	0.059492592261991654	5972018
949	1808	10	0.1723335510051002	9491808
1664	2300	13	0.15149852254556445	16642300
222	586	3	0.10828842145180595	222586
1549	2472	28	0.37198115478093463	15492472
267	2126	29	0.02894610685780429	2672126
1841	1973	28	0.0830837981539911	18411973
272	1876	10	0.09125039117348752	2721876
1387	3198	8	0.05973759217752454	13873198
90	3754	1	0.08134879590967034	903754
660	2124	18	0.3350584275757629	6602124
710	2792	12	0.038575204242720394	7102792
1907	3057	0	0.053204053595317324	19073057
656	1886	15	0.05732375205566246	6561886
1918	2497	26	0.1117551641992997	19182497
39	228	34	0.09192485990432499	39228
2526	2971	37	0.04187909751548492	25262971
2189	2550	38	0.23250645436236478	21892550
1370	1550	14	0.034949774825019646	13701550
227	2419	35	0.188782166996577	2272419
1392	2218	5	0.16011013855686526	13922218
1653	3095	14	0.12246921523142697	16533095
875	3739	8	0.038236492154956836	8753739
2399	3020	8	0.12563513377550217	23993020
784	2790	22	0.6746598864354566	7842790
1109	2859	6	0.029915389829606738	11092859
3469	3618	37	0.07410678280275251	34693618
1924	3427	28	0.13518330340559323	19243427
1780	2093	16	0.0876714456889963	17802093
897	2218	34	0.08721939403619557	8972218
1653	3089	36	0.025795375174783825	16533089
2143	2681	7	0.12138542773114892	21432681
333	3272	22	0.05112189209158425	3333272
1245	3096	27	0.03629749127806164	12453096
1808	3095	36	0.6664943340847825	18083095
549	597	10	0.04759929664070512	549597
517	1034	10	0.12642085057031557	5171034
1261	1567	19	0.13848156787158644	12611567
2406	2456	31	0.06166120910758984	24062456
65	1841	3	0.04011661955213974	651841
498	2042	35	0.06699979345010056	4982042
1927	3857	37	0.04470622501943776	19273857
120	3439	12	0.09654088584460083	1203439
1811	2893	28	0.09621119982400948	18112893
1808	3089	35	0.14038198388955545	18083089
1567	1941	30	0.1873203464537519	15671941
2343	3110	25	0.10842266034204492	23433110
1831	2239	32	0.1388851957195428	18312239
222	3057	36	0.06675566321374572	2223057
2527	2681	36	0.0865506942370136	25272681
132	1993	34	0.0288814796872042	1321993
213	1812	3	0.17342467205797413	2131812
586	3256	36	0.08448565661371198	5863256
1822	3022	5	0.02413505902545083	18223022
225	3492	23	0.17715430199144003	2253492
257	2774	3	0.07219845678069199	2572774
984	1034	6	0.6746456909277991	9841034
445	1495	16	0.12109368353512315	4451495
309	2190	34	0.009604320309049213	3092190
1927	2755	26	0.06305265759649757	19272755
420	1470	23	0.03255714418812625	4201470
2276	2918	8	0.08847097390378517	22762918
656	2931	5	0.09380461280759433	6562931
466	2419	19	0.2713985566978194	4662419
1231	3580	38	0.010003101331436226	12313580
1664	1888	6	0.14891556665125824	16641888
466	2414	30	0.03364283089965352	4662414
594	1155	14	0.09835272953151128	5941155
250	1778	25	0.04719038137057651	2501778
1778	2138	38	0.05002798980303333	17782138
2456	3249	0	0.05082433583708752	24563249
2237	2475	25	0.1626760005914869	22372475
784	2757	31	0.49551399593559553	7842757
3678	3950	28	0.14641227816553762	36783950
1958	2616	18	0.018086897354648798	19582616
894	1370	11	0.039936372388034644	8941370
466	2408	17	0.024125679846311445	4662408
2300	2584	3	0.19874180012110731	23002584
3679	3680	37	0.04667104155766399	36793680
412	3072	7	0.11592601326133319	4123072
2001	2094	28	0.055094867133990075	20012094
5	3265	20	0.01978638933591145	53265
831	1886	35	0.04232118575965806	8311886
656	2911	25	0.08899582964166404	6562911
78	594	26	0.08355324306256702	78594
3095	3110	16	0.563284572785907	30953110
1295	2927	30	0.023546608311956655	12952927
1654	1831	2	0.15868151773702227	16541831
267	3867	9	0.02815345105335807	2673867
586	2138	8	0.06730769075756966	5862138
507	3095	14	0.6427237565516414	5073095
445	2550	16	0.1589339969232596	4452550
306	1107	35	0.06905035341160502	3061107
464	3492	33	0.18350321983358536	4643492
86	1599	12	0.04795699987890428	861599
2419	3492	10	0.16745113845216	24193492
1656	2383	7	0.11255973149814211	16562383
1096	2100	34	0.026825218876550722	10962100
507	3089	32	0.135375248405622	5073089
597	3742	13	0.0505899587742296	5973742
1530	1863	29	0.020872713294391013	15301863
586	2124	12	0.2283804006976163	5862124
908	3953	1	0.04485990025138312	9083953
1240	3848	16	0.0930426164854326	12403848
547	1839	37	0.09756848642676838	5471839
1846	2893	28	0.1219808557962573	18462893
1544	2439	25	0.04947389245000739	15442439
1653	3020	28	0.028976804859114278	16533020
1495	1896	15	0.12319787739166249	14951896
1749	1847	18	0.08776741317616515	17491847
309	3232	5	0.03824857710982281	3093232
1654	1810	2	0.12760519137080967	16541810
1450	2138	28	0.1308416284925248	14502138
2427	2951	23	0.03461531427765735	24272951
267	870	36	0.027105171045115197	267870
1587	3654	28	0.4035722620357354	15873654
2138	2495	23	0.028489605811674503	21382495
77	1280	15	0.04778881952500199	771280
660	3848	17	0.10701727419191719	6603848
831	2940	18	0.04267401166679523	8312940
949	3372	28	0.1598091770195833	9493372
1811	2830	14	0.6908913090506583	18112830
949	2287	3	0.03748891556414119	9492287
1808	3020	34	0.15769576233492644	18083020
3082	3802	28	0.04845091953137865	30823802
1577	3618	35	0.07905661488045444	15773618
1467	3909	21	0.056962777825933265	14673909
2409	2827	24	0.14498464679222325	24092827
1530	1847	33	0.024828656569231677	15301847
915	3057	5	0.0538579165942089	9153057
1577	2526	38	0.06792162716294424	15772526
2483	2529	18	0.9857393513275406	24832529
1450	2124	33	0.44395615429267804	14502124
894	2419	3	0.21031651028498685	8942419
420	2501	25	0.024808074615983104	4202501
565	1930	26	0.04496589125726355	5651930
69	1941	22	0.1592609574822578	691941
2343	2679	26	0.08152640063925708	23432679
1017	3506	26	0.09718145399082849	10173506
3325	3460	21	0.0163527271647885	33253460
1829	2483	29	0.6765898354106784	18292483
3332	3813	26	0.1403596913225975	33323813
2918	3300	31	0.07270600787778947	29183300
517	565	24	0.02820889488541046	517565
870	2126	22	0.03191837206617682	8702126
1587	3634	35	0.540329979029267	15873634
3037	3972	9	0.050928902741285045	30373972
250	2800	20	0.058017512297434	2502800
567	2483	13	1.045523870993787	5672483
1544	2409	38	0.02574406522036147	15442409
784	1608	22	0.6457007241713173	7841608
3585	3807	3	0.09094025926285197	35853807
464	2362	8	0.0584715773860208	4642362
218	3825	32	0.07020618732023672	2183825
1445	3075	18	0.05859755061827477	14453075
1028	1846	17	0.6906779240502761	10281846
1028	1845	31	0.4922052144156142	10281845
518	2483	1	0.753459890787947	5182483
2138	3551	1	0.07210377829205146	21383551
46	3558	14	0.012490236037200947	463558
364	3769	8	0.06494079196189645	3643769
517	1653	7	0.02491586957237026	5171653
3272	3813	4	0.07342900553893819	32723813
2893	3047	5	0.07726951027943067	28933047
1496	2670	24	0.03860255207464817	14962670
1913	3508	23	0.03833722164309776	19133508
306	2856	33	0.055739850842954596	3062856
2325	3618	22	0.031815184940221515	23253618
2325	2526	23	0.027334071069163673	23252526
2771	3789	39	0.08571098990723723	27713789
984	1653	24	0.13296369995050178	9841653
507	3020	12	0.1520715294592223	5073020
2610	3372	30	0.1211055470859879	26103372
999	3053	22	0.2580289082482478	9993053
39	3185	15	0.07775386542298475	393185
808	1569	23	0.025026961429270852	8081569
1846	2830	38	0.8759428558666084	18462830
1366	2126	22	0.02595334154546512	13662126
1607	2325	36	0.05395719414298438	16072325
1559	1993	5	0.028191749939352105	15591993
1924	2931	32	0.15618403779456683	19242931
1998	2941	38	0.04616495964614333	19982941
110	404	4	0.11918236748109783	110404
1392	2800	38	0.11288559241979665	13922800
2072	3381	23	0.04811639855120283	20723381
716	3384	24	0.06312753343707696	7163384
2893	3024	37	0.012432462442453163	28933024
466	1946	14	0.04885178030810532	4661946
1028	1811	21	0.544765416925957	10281811
1896	2550	18	0.16169572594295836	18962550
1730	1865	11	0.11847090218020015	17301865
2516	3848	7	0.08581666661968239	25163848
2931	3427	2	0.3548656082284768	29313427
549	1234	37	0.04449750098388364	5491234
1847	3648	6	0.03386139189859882	18473648
897	2800	39	0.061494000661143286	8972800
1470	1808	12	0.17337646522300315	14701808
38	3434	6	0.05110447396793485	383434
586	660	38	0.11634982812134971	586660
1886	2516	8	0.06689583190460613	18862516
2456	2771	19	0.051118514164251345	24562771
1362	1569	22	0.06706140832300281	13621569
852	3291	0	0.11664296739106086	8523291
1902	3198	16	0.053866856558705455	19023198
2755	2786	1	0.03357755334133905	27552786
1262	1886	34	0.09787832967715962	12621886
5	2792	3	0.0211419752762009	52792
2665	3505	20	0.04972761249160298	26653505
1429	2529	18	0.935920148423499	14292529
586	656	31	0.07995010753750313	586656
1862	3312	25	0.08145981055861037	18623312
2399	2501	2	0.10525142500817121	23992501
2343	2610	34	0.02265282595598275	23432610
