2094-2495	0.03487288625629729
1470-2287	0.03771578794521602
1886-3551	0.060913410947518225
606-876	0.1066912403041682
665-3605	0.02120337918623297
656-2516	0.09405860294831879
445-2288	0.17354672359235646
2325-2526	0.027334071069163673
2430-2800	0.10094107161518373
656-2787	0.1920897824355026
582-819	0.03801935438510438
132-2001	0.036480192309415085
1453-2033	0.11134718193419922
688-953	0.13907994020320666
703-1998	0.03906706465090221
2475-3257	0.06453490056433295
660-2124	0.3350584275757629
86-137	0.09444334249932101
272-2576	0.029858086843057158
1467-2678	0.058190346186847895
3036-3057	0.022175483550325965
86-1392	0.12051222022538148
1193-1291	0.0075417364043921945
848-3781	0.14566835845892867
69-2282	0.058275014365584646
949-2399	0.13729695975310172
1933-2018	0.045291769240701926
3232-3903	0.10234562631471875
1392-1450	0.19300669039570997
897-1262	0.09310056302096287
298-2046	0.1079484997460042
1608-2529	1.167673783051154
2279-2465	0.09562127277328139
1470-3501	0.06119270495755071
1052-1259	0.1036589001080175
1567-3780	0.14835727989676156
2356-3798	0.06312760783619344
507-1808	0.7132246172165008
1983-2190	0.04372184814875259
2189-2270	0.1898426185390734
227-822	0.20568796578530166
1404-3508	0.07347178179028949
2288-3194	0.13557387378037178
2679-3637	0.11409546028804395
2094-2800	0.07528702246046462
656-660	0.11729534248211232
2001-2495	0.025340985762206034
690-3072	0.176521735330014
518-1608	0.8925233225890905
967-2584	0.1277465210782539
1445-1998	0.016305343257372366
222-656	0.10916842496569346
1888-2884	0.022339835851395526
333-2574	0.06453830883327301
1344-1411	0.09833110818347367
2409-2439	0.06122758262338562
2211-3651	0.06964694753821704
2325-2409	0.030449752455408232
2287-2501	0.028738886805887404
1415-2598	0.04786131996538924
1654-1831	0.15868151773702227
734-3460	0.05102307731728358
1654-2678	0.13394075349999374
2276-2918	0.08847097390378517
1958-2927	0.02534496304821803
1467-1831	0.06893893164915041
1206-1467	0.051078183163298284
2001-2800	0.054708616609128645
1808-2501	0.13211036757567662
227-1896	0.18150506754192766
549-2681	0.053384905438015495
1792-2947	0.08778974107495162
2698-3104	0.15509379056367384
828-3039	0.04659703691223918
1886-2138	0.04825921434334851
553-2497	0.010472310758788649
2757-2790	0.7107085047609429
806-2584	0.08205535744275196
51-1998	0.22979867975057586
1357-2830	0.7665672365059738
2344-2800	0.33142782975049284
2409-3618	0.033288854058656135
384-3492	0.2594079683824696
1846-2893	0.1219808557962573
38-2596	0.055582078830289955
1577-3857	0.0979238702819499
3824-3841	0.14477235008998668
